prestador	tipo	siges_sucursal_id	empresa	sucursal	decision	motivo	discrepancia_km_o_location_type	formatted_address
CDU	pin	8673	SOYCHU	Gualeguay	DEJADO	PIN ROTO en Gestión, geocode impreciso: corregir en Gestión	10166.432 km / RANGE_INTERPOLATED	San José 480, E2840 Gualeguay, Entre Ríos, Argentina
LA RIOJA	pin	11851	Generación Mediterránea	LA RIOJA	DEJADO	PIN ROTO en Gestión, geocode impreciso: corregir en Gestión	9176.25 km / APPROXIMATE	La Rioja, La Rioja Province, Argentina
LA RIOJA	pin	11073	Diarco	Chilecito	DEJADO	PIN ROTO en Gestión, geocode impreciso: corregir en Gestión	9115.943 km / GEOMETRIC_CENTER	RN40, Chilecito, La Rioja, Argentina
SAN RAFAEL	pin	8888	Pernod Ricard	Bodega Mumm (San Rafael)	DEJADO	PIN ROTO en Gestión, geocode impreciso: corregir en Gestión	9531.638 km / GEOMETRIC_CENTER	Av. Domingo Faustino Sarmiento, Mendoza, Argentina
VIEDMA	pin	11184	EDERSA S.A.	GRAL. CONESA	DEJADO	PIN ROTO en Gestión, geocode impreciso: corregir en Gestión	10223.745 km / APPROXIMATE	General Conesa, Río Negro Province, Argentina
MACARONE	pin	6752	CCU	CD Sauce Viejo	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	3866.06	Avenida General López, Villa Industrial, Municipio de Sauce Viejo, Departamento La Capital, Santa Fe, 3017, Argentina
MDQ	pin	11711	Extragas	Balcarce	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	10404.617	Ruta Provincial 55 Ministro José María Bustillo, Hipólito Yrigoyen, San José de Balcarce, Partido de Balcarce, Buenos Aires, 7620, Argentina
CHACO	pin	11641	Musimundo	PTO ESPERANZA	DEJADO	PIN ROTO en Gestión, geocode impreciso (APPROXIMATE): corregir en Gestión	9728.901	Puerto Esperanza, Misiones Province, Argentina
CHACO	pin	11626	Musimundo	FORMOSA 3	DEJADO	PIN ROTO en Gestión, geocode impreciso (APPROXIMATE): corregir en Gestión	9487.143	Formosa, Formosa Province, Argentina
CHACO	pin	11621	Musimundo	COLORADO	DEJADO	PIN ROTO en Gestión, geocode impreciso (RANGE_INTERPOLATED): corregir en Gestión	9413.197	Martín Fierro 100, P3603 El Colorado, Formosa, Argentina
CHACO	pin	11573	Sika	Planta Chaco	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	9236.648	RN16, Argentina
CHACO	pin	11607	Musimundo	TRES ISLETAS	DEJADO	PIN ROTO en Gestión, geocode impreciso (APPROXIMATE): corregir en Gestión	8990.831	Tres Isletas, Chaco Province, Argentina
CHACO	pin	10612	Natura	Valeria Angélica Soechting	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	1543.011	2 de Mayo, Barrio Pasos del Salto, Eldorado, Municipio de Eldorado, Departamento Eldorado, Misiones, N3380, Argentina
SAN LUIS	pin	8895	Dos Anclas	Bebedero	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	9537.984	RP15, San Luis, Argentina
SALTA	pin	10269	Natura	Antonella Lucia Marconi	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	1521.8 km / GEOMETRIC_CENTER	Barrio Tierra Mia, Atocha, Municipio de San Lorenzo, Capital, Salta, Argentina
SALTA	pin	5474	Refinor	Piedras	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	1520.8 km / GEOMETRIC_CENTER	Río de las Piedras, A4400 Salta, Argentina
SALTA	pin	11568	Citrusvil S.A.	FINCA DON BRUNO	DEJADO	PIN ROTO en Gestión, geocode impreciso (RANGE_INTERPOLATED): corregir en Gestión	1520.3 km / RANGE_INTERPOLATED	Joaquín Victor González 12, A4414 Salta, Argentina
TUCUMAN	pin	2085	Salta Refrescos (Región Norte)	San Miguel de Tucumán	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	9066.8 km / GEOMETRIC_CENTER	RN38, San Miguel de Tucumán, Tucumán, Argentina
TUCUMAN	pin	8051	Telecom Argentina	Centro Distribución Tucuman	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	9058.9 km / GEOMETRIC_CENTER	Manuel Belgrano, El Manantial, Departamento Lules, Tucumán, T4128, Argentina
JUJUY	pin	5476	Refinor	Lavayen	DEJADO	PIN ROTO en Gestión, geocode impreciso (GEOMETRIC_CENTER): corregir en Gestión	1604.5 km / GEOMETRIC_CENTER	RP1, Jujuy, Argentina
JUJUY	pin	10597	TRANS G.O.L.	Central	DEJADO	PIN ROTO en Gestión, geocode impreciso (APPROXIMATE): corregir en Gestión	1560.6 km / APPROXIMATE	Y4608 Monterrico, Jujuy Province, Argentina
JUJUY	pin	10805	Manpower	Isaac Rios	DEJADO	PIN ROTO en Gestión, geocode impreciso (RANGE_INTERPOLATED): corregir en Gestión	1337.7 km / RANGE_INTERPOLATED	Lib Gral. San Martin 422, Libertador Gral San Martín, Jujuy, Argentina
JUJUY	pin	229	Salta Refrescos (Región Norte)	Ledesma	DEJADO	PIN ROTO en Gestión, geocode impreciso (RANGE_INTERPOLATED): corregir en Gestión	1116.4 km / RANGE_INTERPOLATED	Entre Ríos 363, Y4512 Libertador Gral San Martín, Jujuy, Argentina
CATAMARCA	pin	7210	Aerolineas Argentinas	AEROPUERTO CATAMARCA	DEJADO	PIN ROTO en Gestión, geocode impreciso (APPROXIMATE): corregir en Gestión	7809.4 km / APPROXIMATE	Catamarca, Catamarca Province, Argentina
